Age,Gender,Ethnicity,ParentalEducation,StudyTimeWeekly,Absences,Tutoring,ParentalSupport,Extracurricular,Sports,Music,Volunteering,GPA
17,0,1,2,16.032851796627344,3,1,2,1,0,0,1,3.5169407207158963
18,1,1,0,8.830680207577938,21,1,3,0,1,0,1,1.0491570024752104
18,0,1,1,9.812271517963982,1,0,3,1,0,0,0,3.4861413290978023
18,0,0,2,16.975351705626284,27,1,0,1,0,0,1,0.586837405483887
16,1,2,1,14.121162292760616,17,0,4,0,1,0,0,2.3588158974550537
17,1,0,1,9.809088170395697,1,0,2,0,0,0,0,3.152222285699565
18,1,0,2,5.153912963783593,24,0,1,0,0,0,0,0.5878350833437533
15,0,2,1,17.698534936899332,14,0,3,1,1,0,1,2.66889332908893
15,0,2,1,11.540408033811168,29,0,3,0,0,0,0,0.3043720342532843
15,1,0,2,4.422952202213867,25,0,0,0,1,0,0,0.2806703078814149
17,1,0,1,5.382395052760208,18,0,1,1,0,0,0,0.8730911973563495
17,1,0,3,16.06266177872492,14,0,3,0,0,0,0,2.330783482945125
15,1,0,3,0.8829112417491092,25,0,0,1,1,1,0,0.318850908518507
18,0,0,2,19.8418437405764,19,0,4,0,0,0,0,1.7922893205354298
17,1,0,1,2.607033594295836,9,0,3,0,1,0,0,2.573219136505813
15,0,0,2,15.921370507938748,27,0,2,0,1,0,0,1.0844901258226167
15,0,2,3,7.895506335433657,23,0,2,1,1,0,1,1.0866966802818123
18,1,1,2,9.844323665749338,19,0,2,0,0,1,1,1.00411266268769
16,1,1,1,17.613011549291556,10,1,2,1,0,0,0,2.824604892517854
17,1,0,2,8.258223791784264,25,1,3,0,1,1,1,1.364373782117196
18,0,3,3,10.74987507346469,9,0,4,0,0,0,1,2.6072864007904446
15,1,2,2,0.9859932481833988,28,1,2,1,0,1,0,0.5684680837933294
15,1,2,2,0.046949477349063,22,0,2,0,0,0,1,0.5737961933285499
18,0,2,2,4.895997460034518,4,0,1,0,0,0,0,2.258071035198048
17,1,3,2,13.611661858375346,8,1,3,0,0,0,0,2.840092975101314
16,0,1,0,2.425297867182734,19,0,3,1,1,0,0,1.6831172628416484
16,1,0,2,2.2752391760909885,18,1,3,1,0,0,0,1.7209071500753406
15,0,1,0,8.219212160718065,12,0,0,0,0,0,0,1.5377839093207275
17,1,2,2,12.95674077216453,17,0,3,0,1,0,0,2.0634635075132985
16,1,2,1,14.24143984495861,16,0,2,1,0,0,0,1.878547509948441
17,0,1,2,3.569013481967496,26,0,3,1,1,0,1,0.8632708590471806
17,0,0,1,1.591762947440849,5,0,3,0,0,0,0,2.513286133011632
15,1,0,2,18.807940678910885,9,0,3,1,1,0,1,2.7721632696203784
16,0,3,2,5.213327651242034,1,1,2,0,0,0,0,2.8883859357893624
18,0,1,1,17.066929952174476,23,0,3,0,1,0,0,1.3371610494936967
15,0,1,1,17.269829009256366,5,0,0,0,0,0,0,2.3706116146947664
16,0,0,1,15.450451835250888,27,0,3,0,0,1,0,0.8544646477713151
16,1,0,3,3.3766721330514016,27,1,0,0,0,0,0,0.3226418269944476
16,1,2,2,16.436029185084006,20,0,2,1,1,0,0,1.834226997089304
16,0,1,2,15.385011184831734,12,0,1,0,0,0,0,1.9900604524480008
16,0,2,1,11.934459802124342,17,1,3,0,1,0,0,2.226983393791037
17,0,0,2,6.744040703379055,6,0,2,0,0,0,1,2.60838689826964
15,0,1,3,5.250172085330882,1,0,3,1,0,0,0,3.4063390822727126
17,1,0,3,2.4377842416071798,28,1,3,1,0,0,0,0.8670343739276987
18,1,2,2,10.195141338017429,13,1,3,0,1,0,0,2.166091325158555
16,0,0,0,11.705217510196931,4,0,1,0,1,0,0,2.4229283329107885
15,0,0,1,7.186779810315745,17,0,3,0,1,0,0,1.509557877776469
16,0,1,0,9.507181353617373,10,1,2,0,1,0,0,2.44385726431874
15,1,3,1,7.270289147385334,9,0,0,0,0,0,0,2.0038283786309425
17,0,0,1,12.820121146414024,10,1,1,0,1,0,0,2.465306489467062
15,1,2,1,18.025184155931267,26,0,1,1,0,1,0,0.8447920018716684
18,0,0,1,3.278405240938897,1,0,0,0,1,0,0,2.731058898448731
18,1,0,3,7.628176198062468,14,0,2,0,0,0,0,1.736011489374202
15,0,0,2,2.8173720790172263,6,1,0,0,1,0,0,2.5896707308558047
15,1,0,3,12.49887540815664,8,1,2,1,0,0,0,2.7423611231016096
15,0,1,2,14.577410189771916,4,0,1,0,0,0,0,2.4959194397063627
15,0,0,1,18.63825465194912,6,1,1,0,0,1,0,2.8534371942017955
18,0,0,2,5.577438525219298,19,0,4,1,0,0,0,1.5913479919456928
16,1,3,1,19.004224117308603,1,0,2,0,0,1,0,3.209673328360458
15,0,0,2,1.265253436413496,2,1,1,0,1,0,0,3.127617865184041
15,1,2,1,12.060277267291765,1,1,2,0,1,1,1,3.453275896757228
18,1,0,4,1.1426543868665997,20,1,1,1,0,0,0,0.8227735669667381
18,0,1,1,17.875483755238896,21,1,0,0,0,0,0,1.2173352280449594
17,0,0,1,10.596181141401082,22,0,0,1,0,0,0,0.7626843112270509
15,0,0,3,13.38696701525592,18,0,4,0,1,1,0,2.145848670885439
17,1,0,0,16.63147851820905,3,1,3,0,0,0,0,3.299131001833344
18,0,0,2,3.006212449679375,23,0,3,1,0,1,0,1.1708122846030742
18,1,0,2,0.7718312387626769,19,0,4,0,0,0,1,1.4245956528715278
16,1,1,3,17.577622918257042,6,0,4,0,0,0,0,2.9026593668557465
15,0,2,4,6.29866454917865,27,0,3,0,0,1,0,0.691477418739295
17,0,2,4,2.5795781585433053,21,1,3,1,0,1,1,1.8865425000782805
18,0,1,0,9.36922474174173,6,0,2,0,0,0,1,2.635341351261105
18,0,0,3,11.966121513920376,16,1,1,0,0,0,0,1.5003394189345471
17,0,0,2,0.6194120684502025,18,0,2,0,0,1,0,1.2355538161189008
16,0,0,2,5.497913165141755,21,0,2,0,0,0,0,0.604613405510861
18,1,0,1,0.6559974855379203,15,0,4,0,0,0,0,1.3881389762566787
15,1,1,2,8.40670778390998,2,0,2,0,0,1,0,3.3005522062792574
18,1,1,4,17.902000581324884,14,0,3,0,0,0,1,2.16864159345454
15,0,0,3,19.653048229871384,13,0,2,1,1,0,0,2.797267479731933
17,1,0,2,12.740951070072551,14,0,1,0,0,0,0,1.7174586153875433
15,1,2,0,3.232753875691836,13,0,2,0,1,0,0,1.6879004923340846
17,1,2,1,18.11698779998612,6,0,2,1,0,0,0,2.95214586347002
15,1,0,3,10.32495646400121,24,0,2,1,0,0,0,0.9633750092514732
17,1,3,2,3.074986242058362,2,0,2,1,0,0,0,3.3349718279859157
15,0,3,2,18.434533389033227,29,0,1,0,0,0,0,0.4436406552124723
16,0,0,0,15.14938101446206,16,1,2,1,0,0,0,1.955791738835412
15,1,0,2,14.63410545446303,9,0,3,1,1,0,0,2.850351339225344
15,1,1,2,14.183614075888094,14,1,2,0,1,0,0,2.370067422230533
16,1,3,3,4.006796421928847,28,1,2,0,0,0,0,0.1525907792336783
18,0,2,2,4.220133834150522,5,0,0,0,0,0,0,2.123043126970309
18,0,0,1,13.7658599685451,27,1,1,1,0,1,1,0.9220132315429356
15,1,0,2,4.394455002207938,16,0,2,0,0,0,1,1.42899323811113
16,0,1,0,8.773433936060977,16,1,2,0,1,0,0,1.8934409155419147
15,0,1,4,15.640036511878828,13,1,2,0,0,0,0,1.9395846660340497
17,1,0,1,15.679050361956818,23,0,3,1,1,0,0,1.511276997165948
17,0,2,2,9.065235450517193,24,0,1,0,0,1,0,0.8256041743927887
15,0,1,1,15.843798765504902,17,0,0,1,0,0,0,1.7643543086537177
18,1,2,2,16.772435923961137,24,0,2,1,0,0,0,1.295594900495879
18,0,2,2,13.095515025685206,4,0,2,0,0,0,0,2.4737171780781475
15,0,2,2,4.568517046168403,28,0,2,0,0,1,0,0.0197984850174091
15,1,0,1,5.48023560771095,7,0,3,0,0,0,0,2.202958505711277
17,0,1,1,6.296823108174707,6,0,3,1,0,0,0,3.0400254359810663
18,0,0,1,2.33608215467904,22,1,1,1,0,0,0,1.0690799865648395
15,1,1,2,5.463192407398902,3,1,4,1,0,0,0,3.9417600224442615
17,1,0,0,4.190384486250642,17,0,1,0,0,1,0,1.48259597306949
18,1,1,2,9.106574996172045,4,0,3,0,1,0,0,3.042275369333665
16,0,0,3,18.168750957445297,15,0,3,0,1,0,0,2.1039665103433465
17,1,0,3,2.0896063350791616,13,0,3,0,0,0,0,1.7875223290156508
18,0,0,2,14.405358478947912,26,1,1,1,0,0,1,1.1003818825946587
18,1,0,2,13.745660088262554,26,0,2,0,0,0,0,0.8545582885805375
17,0,2,0,1.9150839732671527,18,0,2,0,1,0,1,1.199651387587034
16,1,2,2,18.451448098116,13,1,1,0,0,0,0,2.591940919144186
17,1,1,3,11.369444043136392,8,1,0,0,0,0,1,2.28221274517396
18,1,0,1,7.274510422713685,5,0,2,0,0,0,0,2.754877493270432
15,1,0,2,15.130771669906132,16,0,2,0,1,0,0,1.9212686469167608
15,0,0,3,5.147309168032681,18,0,3,1,0,1,0,1.5835564956915291
17,1,0,3,13.870196740926408,11,0,1,0,0,1,0,1.7233856864018513
18,1,2,1,0.7942241514449444,3,1,3,1,0,0,0,2.8760550053652034
15,0,0,2,16.78816075218544,15,0,1,0,0,0,0,1.8889919304287464
18,1,0,1,8.96341694042637,24,0,3,1,1,0,0,1.369369967422703
17,0,0,1,12.733858287158837,10,1,2,0,0,0,0,2.550546233695912
15,1,0,3,4.424756396133674,21,1,2,1,1,1,1,1.943573340544709
18,1,1,3,13.54147425316896,3,1,3,1,0,0,1,3.3104012689001965
15,1,1,2,15.444805517865532,16,0,1,0,0,0,0,1.418938674503826
17,0,0,0,9.464263737687975,7,0,1,0,1,0,0,2.3530546550379574
18,1,0,3,12.354538481235886,13,0,2,0,0,1,0,1.7528862062165578
15,1,0,2,9.126518476447972,26,0,1,1,0,1,0,0.5139629886917817
17,1,0,1,17.88182738515691,1,0,2,0,0,0,0,3.0219548675332906
15,0,0,2,9.957383610286383,10,0,1,0,1,0,1,1.8347494481922708
15,0,3,0,16.83617418057638,10,0,3,0,0,0,0,2.275700147008356
16,1,1,2,16.02704116540497,23,1,3,1,1,0,1,1.7676467845806807
16,0,1,2,8.21009642696713,21,0,0,1,0,1,0,1.353723074286344
17,1,0,1,4.6016898371495,23,1,3,0,1,0,0,1.0342011685600785
16,1,0,1,8.121642651195419,5,0,2,0,0,0,0,2.758341831164698
17,1,1,1,16.524347515504402,20,1,2,1,0,0,0,1.7899668741623316
16,1,1,0,4.552650716387847,20,0,2,1,0,0,0,1.223973606916021
15,1,2,2,10.488726917154986,13,1,3,0,1,0,1,2.443619105420938
17,1,0,3,16.12193495921495,29,0,2,0,1,1,0,0.3629570027561279
17,1,1,0,7.069549502567575,9,0,3,1,0,0,0,2.251753921949751
15,0,0,0,12.844192740053948,25,1,1,0,0,0,0,0.9000416924553322
17,0,2,2,4.912631480976291,26,0,4,0,0,0,0,0.6566169233161951
17,0,1,3,2.1855889073631984,7,0,3,1,0,0,0,2.186426951334845
16,0,1,1,15.887684501857128,6,1,1,0,0,1,1,2.88313626573597
17,0,0,1,1.9793724681741365,7,1,3,1,0,0,0,2.877853697636979
18,0,1,2,5.427627901591691,27,0,2,0,0,0,0,0.0120634896338959
15,0,0,1,17.1021884399488,7,0,1,1,0,0,0,2.583738162772638
16,1,0,0,6.929385741573344,22,0,1,0,1,0,0,1.1615545310949262
16,1,0,2,19.46090699028322,1,0,0,1,0,0,0,3.301690512687678
18,1,1,2,19.594686695477197,26,1,3,0,0,0,0,1.5051727733314488
15,1,0,2,5.365520409071134,15,0,2,0,0,0,0,1.385696220554564
15,0,0,2,0.819564444997809,8,0,2,0,0,0,1,2.240923948684623
16,0,2,2,14.101265684107585,12,1,1,1,0,0,0,2.116723382234456
17,1,0,1,9.019730052966874,22,0,2,0,0,0,1,1.0366568343647269
16,1,1,1,2.0150568791915258,11,0,2,0,0,0,0,1.6174602067259882
15,0,0,1,14.150456379560856,26,0,3,0,0,0,0,0.8659455421420207
18,1,0,1,0.6234981822384245,21,0,4,0,1,0,0,1.320245987222631
16,1,2,2,17.403933809844844,24,0,2,1,0,0,1,1.2597646826652291
15,1,0,3,2.7730505822660745,28,0,2,1,0,0,0,0.0815731844151463
16,1,0,4,2.5462375749345,16,0,2,0,1,1,0,1.6896730848454322
17,0,1,2,3.5134459593716905,26,0,3,0,0,0,1,0.4604216497595421
16,1,1,1,19.205327169841333,1,0,1,1,0,0,0,3.577043897429733
16,1,1,1,13.86338720507692,12,0,2,1,0,0,0,2.0878721266068734
15,0,0,3,16.027430709272735,0,0,3,1,0,0,0,3.3695843618327963
15,0,0,2,7.95269971465506,25,0,0,0,0,0,0,0.0
15,1,2,2,6.726254550099111,27,0,1,0,0,0,0,0.0946515916807701
16,0,1,2,4.689680135663399,18,0,3,0,1,0,0,1.4053156279015715
17,1,2,2,9.612960566248178,10,0,1,0,0,0,0,1.878264180025782
18,1,2,3,11.03657467068337,4,0,2,1,0,0,0,2.871904770418778
18,0,2,0,12.635496873055107,0,1,2,0,0,0,0,3.7079480402167513
15,1,0,2,5.14237007997389,19,0,2,0,0,1,0,1.1748680910745393
15,1,0,3,18.97308161805981,29,1,1,1,0,0,0,0.9954496418804064
16,1,2,1,3.395169964142717,12,1,4,0,1,0,0,2.5287112567899213
18,1,0,2,19.313063495328247,7,0,0,1,1,0,0,2.5968344902614566
15,0,0,1,0.2971224501500757,5,0,3,0,0,0,0,2.46060677377515
17,0,2,4,9.622513836336912,28,1,0,0,0,0,0,0.5477807235419316
17,1,2,0,6.667356762331256,16,0,2,0,1,0,0,1.803054426736249
15,0,0,2,8.982468278605015,11,1,1,0,0,0,0,2.309975847769393
15,1,0,1,11.41329157961578,0,0,1,0,0,0,0,3.0933639433242823
18,1,0,2,8.71178316025418,2,0,1,0,0,0,0,2.615900723686996
18,1,2,1,8.2969370060319,13,0,2,0,1,0,0,2.27691831821056
16,1,3,1,14.65446830826613,25,0,2,1,0,0,0,1.0515315263472127
18,1,0,2,13.717525501729291,7,0,1,0,1,0,0,2.747706159044371
17,0,0,3,16.665425640716958,10,0,4,0,0,0,0,2.6216701040126886
17,1,2,1,4.999179624789911,26,1,1,0,0,0,0,0.2432980938442744
15,0,0,1,12.190570195081271,13,1,2,0,0,0,0,2.1947065208246226
18,0,1,2,11.703895707857075,7,0,1,0,0,0,1,2.639906487707337
16,1,3,2,7.394756217453775,28,1,2,0,1,0,0,0.8334934182533646
17,1,0,3,9.721150838053616,2,1,3,0,0,0,0,3.402401590802249
17,1,1,1,6.275642866114575,6,1,2,0,0,1,0,2.6162916954361832
16,1,0,2,2.836887952339704,27,0,1,0,0,0,0,0.3397153849684515
16,1,0,1,4.276024213254656,18,1,1,1,0,0,1,1.6977287802151977
17,0,2,1,2.1102729280240218,3,0,3,0,0,0,0,2.356856806870208
17,1,0,2,13.661391503802482,24,0,1,0,0,0,0,0.8456248398851254
16,1,3,2,13.21454786218303,15,1,2,1,0,1,0,2.246545273169087
17,0,1,2,19.012127431597456,12,0,1,1,1,0,0,2.478699182829052
15,0,0,1,14.593568272944824,19,0,1,1,0,1,1,1.3742882826190426
15,1,0,2,1.040916775122629,18,1,1,0,1,0,0,1.3553810454285826
16,0,0,2,17.684903478579084,4,0,3,1,0,0,0,3.060490750087925
18,1,0,4,17.253503258914517,22,1,3,1,0,0,0,1.5569571221233611
16,0,0,1,8.866406415453973,4,1,2,1,0,0,0,3.219531247903172
16,0,0,1,11.717261010558431,19,0,1,0,1,0,0,1.150153548429549
18,1,0,1,19.521566649450374,23,0,2,0,0,1,1,1.3214293024924364
18,0,2,2,10.646087276963325,3,1,2,1,1,0,0,3.4913265883378144
18,0,1,1,18.1064365675218,1,0,2,0,0,1,1,3.869586724204369
15,0,2,3,1.6607751562037287,25,1,0,0,0,0,1,0.1704636132529806
17,0,0,1,3.821037374173657,12,1,4,0,0,0,0,2.197387290025697
15,0,0,3,8.815098868826357,29,0,2,0,0,0,0,0.0211555827545139
17,0,1,1,11.695136166746094,15,0,4,0,0,1,0,2.386799507281263
15,1,0,2,16.324557037256003,21,1,0,0,1,0,0,1.3610312878747248
17,1,0,3,19.765242302863737,1,0,1,1,1,0,0,3.5106808899730706
15,0,2,1,7.777029929482328,18,0,1,0,1,0,0,1.4373707502913808
18,1,2,4,0.9483127228016984,16,1,3,0,1,1,0,1.8044174585321688
16,1,1,2,16.023430065906496,4,1,2,1,1,0,0,3.262269864334146
15,1,0,3,12.087614381656165,24,0,3,0,1,0,0,1.169658238097338
17,0,2,2,3.970857177364033,17,0,3,0,0,0,0,1.4015509339508203
18,1,1,1,9.896569132428404,27,0,3,0,0,1,0,0.5496018253589585
15,0,2,1,14.846204910674489,22,1,3,0,0,0,0,1.5165082679194366
15,1,2,1,15.408235741372875,20,1,3,0,0,0,0,2.0322195117185347
18,0,2,0,9.99236823997524,17,1,3,1,1,0,0,2.289299775238682
15,0,1,1,6.104290602577183,7,0,2,1,0,0,0,2.086687740995232
16,1,0,1,19.47485164076987,26,1,3,1,0,0,1,1.6676669904535018
15,1,1,2,13.267252219129857,14,1,3,0,0,0,0,2.595889050696416
16,0,1,2,8.164750386925974,12,0,2,0,0,0,0,1.9507691766596456
16,1,2,1,5.609264484093048,12,0,4,0,0,0,0,2.1025418985543585
18,1,0,1,14.622059660071242,15,1,0,0,0,0,0,1.3791671997209602
15,1,0,2,4.843668911875354,21,0,2,0,0,0,0,0.6721996800613397
18,0,2,1,3.4341997794737638,19,0,1,1,0,1,0,1.1416385674703
15,0,2,0,10.596677779241404,12,0,1,0,0,0,1,1.6210121147431664
15,1,3,1,5.799747852882837,19,0,3,0,0,0,1,1.1221109734183077
17,1,2,3,12.5781028984723,1,0,4,0,0,0,0,3.402044108383005
15,1,1,3,2.3587734974846697,2,0,3,0,0,0,0,2.683854738684956
18,0,1,1,13.098822091346433,14,1,4,1,0,1,0,2.996856278708232
16,0,2,2,5.665930559954044,22,1,1,1,1,0,0,1.2848657108072905
15,1,1,2,0.0048586886902546,18,1,1,0,0,0,0,1.2010533026138683
17,1,1,2,2.5387211534835274,12,0,2,0,1,0,0,1.978021718438136
18,1,0,2,18.67230755670188,4,1,3,1,1,0,1,3.836698640240594
15,1,0,2,17.347092782307158,25,1,0,1,1,0,0,1.1799034066853449
18,1,2,1,4.672180640724736,21,0,4,1,0,0,0,1.5400594595413652
17,1,0,0,15.567438090909825,5,0,3,0,0,0,1,3.158858262221248
17,0,0,2,12.171431863479484,13,0,4,0,0,0,1,1.7524968355129966
18,1,0,3,19.41809422899739,3,1,2,0,0,0,0,3.045113482146093
15,0,0,2,7.472113190681182,21,0,2,0,1,1,0,1.1656039458580214
16,1,0,3,13.629212250343423,18,1,3,1,0,0,0,1.7857607910876625
17,1,0,4,1.2707144484783717,22,0,3,0,1,0,0,0.8411087173537893
15,0,3,1,7.924946936328119,6,0,1,0,1,0,0,2.397182557625913
15,0,1,2,19.27635322376361,3,1,4,0,0,0,0,3.576909015459067
16,0,0,2,10.779617489002412,1,0,3,1,0,1,0,3.2251582751891634
17,0,0,4,5.757590066696892,26,0,0,0,0,0,0,0.0
17,1,1,4,2.405419262572137,6,1,1,0,0,1,0,2.8066977641918256
15,0,0,2,14.070566803630609,2,1,2,1,0,0,0,3.421837670026282
15,1,2,1,12.897120868594536,14,0,2,0,1,0,1,2.1053092787971117
16,0,1,2,7.478774272075492,0,0,3,0,0,0,0,3.1609020911559265
16,1,2,1,19.018827037316687,1,0,0,0,0,0,0,2.993541560404552
17,1,0,2,0.4440562597570063,9,1,3,1,0,0,0,2.490220425623977
18,1,1,3,6.074477032636516,15,0,3,1,0,1,0,2.1308327796408117
17,1,0,1,18.421389725991627,24,0,1,1,0,0,1,0.8384648733197381
15,1,3,2,6.418708766388807,27,0,2,1,0,1,0,0.6767710334068527
17,1,1,2,5.045056677103408,14,1,1,1,0,0,0,1.7359565115853166
18,0,0,2,10.684408198624949,23,1,1,1,0,0,0,1.254572618142762
16,1,0,1,16.476034998410757,14,1,2,0,0,0,0,1.9226882349760128
18,0,0,2,2.062935217567221,13,0,4,1,0,0,0,2.191998419606377
18,0,1,3,18.860414192914725,21,1,1,0,1,1,0,1.757523486205053
18,1,0,3,15.90145762362328,13,0,2,1,0,0,0,1.9241023198927736
16,0,1,1,3.625005111031039,5,0,1,1,0,0,0,2.8079741296204626
18,1,0,3,14.240159223963254,13,1,1,0,0,0,0,2.138772677122642
18,0,1,2,7.6991744527511425,16,0,2,0,0,1,0,1.3638410472397342
18,1,2,1,8.045893561526373,17,0,3,0,1,0,0,1.722726052159269
15,0,2,0,15.665801848777328,19,1,0,0,1,0,0,1.1921084719956991
18,1,2,1,19.255696159614644,18,0,4,0,0,0,0,1.5347823896807868
16,1,0,3,2.5331174569438786,29,0,0,0,1,0,0,0.1152432109582913
18,1,0,2,8.412604737576387,16,0,3,0,1,0,0,1.562359564441758
18,1,1,2,9.61883216168607,15,0,3,1,0,0,0,2.096032624938282
16,0,0,1,7.526236339099952,7,1,2,0,1,0,0,3.009238322704304
18,1,0,2,7.2637824743245,6,0,1,0,0,0,0,2.071108064884564
16,0,0,0,1.0453733512319308,19,1,2,0,0,1,0,1.7473564518959883
18,0,0,1,13.710772411252464,27,0,3,1,1,0,0,1.0798673690024294
16,0,0,2,8.724288342400907,11,0,3,0,0,1,0,2.271400211003181
18,1,2,1,3.8958760528785352,8,0,2,0,1,0,0,2.117233031215417
18,0,0,3,16.320670046041368,26,1,2,0,0,0,0,0.7435923583787316
15,0,1,1,16.051214963032557,13,0,3,0,1,0,0,1.892745844623002
15,0,0,2,9.727832561777875,19,1,4,0,0,0,0,1.58646418895305
18,1,1,2,5.96901322295521,0,0,3,0,0,1,0,3.512322894833646
18,1,0,2,12.761854515929048,9,1,3,0,0,1,0,2.629211521173767
17,0,2,1,5.763042715548061,16,1,2,1,1,0,0,1.836642800001118
16,1,2,0,4.720158606474241,16,1,3,1,0,1,0,1.834359140428028
17,1,0,3,14.610293080526532,16,1,3,0,0,0,1,1.7660559772918876
15,0,3,1,0.806504794419014,3,0,3,1,0,1,1,3.201710217015248
15,0,3,3,1.8953694206918792,16,1,2,0,0,0,0,1.263890771933725
15,1,2,4,0.1357634804717955,17,0,2,0,1,1,1,1.4277243762746905
15,0,2,1,3.058863729508523,19,0,2,0,0,1,1,1.0707079518820537
18,1,0,1,1.3798001742091892,22,0,2,0,0,0,1,0.8327175057955102
15,1,1,2,19.916047355598373,1,0,2,0,0,0,0,3.1302227945215697
18,1,0,4,5.776199399081792,7,0,3,1,0,0,0,2.537098950572448
18,1,0,3,2.985360253384945,12,0,2,1,0,0,0,1.671076181781797
15,1,3,2,4.819925159918359,22,0,1,0,1,1,0,0.8165506596743497
15,1,0,2,18.72251143080269,24,0,3,0,1,0,0,1.1314027355141834
16,0,2,1,10.403204460487911,29,0,3,0,0,0,0,0.3331542282930413
17,0,2,4,7.296361926157138,21,1,2,0,0,0,0,1.4890630202510051
15,1,2,4,17.467829158184387,19,1,1,0,1,0,0,1.6833300315712254
16,1,3,1,7.899805410980649,21,1,4,1,0,0,0,1.921942133736121
16,1,0,1,6.700171399153916,14,0,3,0,0,0,0,1.9400069221827017
17,0,0,1,4.145650450994712,19,0,1,1,0,0,0,1.0658486732058416
18,1,0,1,7.555936478188229,22,1,0,0,0,0,0,0.9689861311254953
15,0,0,3,6.333687120338521,8,1,2,1,0,0,0,2.686144990139594
17,1,0,1,13.54607918596282,2,1,3,1,1,0,0,3.520612391633881
15,1,0,0,5.791654093414542,2,0,1,1,0,0,0,2.8159732956810704
16,0,2,1,11.543994928451228,1,0,2,1,1,0,0,3.487510668221957
16,0,1,4,1.317843300639454,0,1,2,0,0,1,0,3.5921289778598062
18,1,0,2,3.8257831339302872,13,0,3,0,0,0,0,1.5784416654580549
16,1,1,2,8.148105432226975,16,0,2,1,0,1,0,1.8860081741258312
16,1,0,1,18.738985078173908,12,1,2,0,1,0,0,2.366010872187284
17,0,0,4,7.545039714313908,18,1,4,1,0,1,0,2.434934378846439
15,0,2,3,13.281482423996682,29,0,1,0,0,0,0,0.3931864713624303
15,0,1,1,5.101744448427963,22,0,1,0,1,1,0,0.7132676650608875
17,0,2,0,2.5406715194646345,14,1,3,0,1,1,0,2.574449970243328
18,0,0,0,1.1707320016010023,26,0,1,1,1,0,0,0.7005398668998437
15,0,2,1,6.1082699708550265,24,1,3,1,0,1,0,1.586289237455222
16,1,1,2,3.1532205359381598,13,1,0,0,1,0,0,2.058575292693283
15,1,1,3,3.480208960322484,1,1,1,0,0,0,0,3.1296400506375512
16,0,1,2,15.215186167739,6,1,4,1,1,0,0,3.539198711532371
18,1,2,3,0.3167614188974843,16,0,2,1,1,1,0,2.05996665628182
17,1,1,2,11.156202514708689,17,0,3,0,1,1,1,1.756035494723187
15,0,1,2,7.589227611869296,5,0,1,1,1,0,0,2.6226010520500767
17,1,3,2,10.130999998170944,26,0,1,0,0,0,0,0.2628611666623931
15,0,2,1,11.256604744292058,20,0,3,0,1,1,0,1.704415088568228
16,0,0,1,6.267353889145564,7,0,2,0,0,0,0,2.1044499314712546
17,1,2,2,5.902177203685706,27,1,2,1,1,1,0,0.8375123196439725
15,0,0,0,14.668036986698114,26,0,0,1,1,0,0,0.556828032953946
16,0,0,1,17.425539762423142,1,0,2,1,0,0,0,3.3501309740346112
17,0,1,2,3.8516326491705577,0,0,3,1,0,0,0,3.279646224162432
17,0,3,4,1.952375210702979,15,0,3,0,1,0,0,1.5563289566907113
15,0,3,2,17.955916127840517,6,0,3,1,0,0,1,2.8463787534192235
15,0,0,3,6.9979092729479735,21,0,3,0,0,0,0,1.137899800685294
15,0,1,2,11.026347813256285,23,0,2,1,0,0,0,1.3917877793457225
16,0,0,2,7.190862890400069,10,1,2,0,0,0,0,2.182795221152233
15,1,3,2,2.5160467269210263,14,1,3,1,0,0,0,2.2538711785078176
17,1,3,3,11.78663289895456,12,1,1,1,0,0,0,2.2540200372432717
17,1,1,2,10.502817035392592,29,0,1,1,0,0,0,0.3925490106038808
15,0,2,2,4.059871183823944,23,0,4,1,1,0,0,1.484857697467839
15,0,2,2,9.037380893045556,1,0,0,0,0,0,0,2.672093364300088
18,1,1,2,15.938950080312916,13,0,1,1,0,0,0,1.83151128144078
17,1,0,1,11.808522062157827,23,0,2,0,0,1,0,0.7581829737450007
16,1,0,0,1.938346541339897,5,0,3,1,0,0,0,2.9381754672014475
18,0,1,0,10.9604299445827,8,1,2,1,0,1,0,3.0549241250380565
15,1,1,3,14.054765985791738,27,0,2,0,1,0,0,0.9175822003619482
15,1,0,1,15.854068115615028,6,0,4,1,0,1,0,3.4608846527317176
17,0,3,1,12.582351572685337,17,0,3,0,0,0,0,1.84190774937114
15,1,0,2,3.0531632908156747,23,0,3,1,1,0,0,1.185985514478241
16,0,1,1,14.203465331803214,8,1,0,1,0,1,0,2.4222306855709315
17,0,1,2,13.546836921630328,22,0,1,0,0,0,0,0.9126606733812742
15,0,1,1,0.4885376588126644,3,0,2,0,1,0,0,3.073304472562818
17,1,1,4,8.234953351804863,8,0,1,0,0,0,0,2.1672829561454443
15,1,0,3,6.659004939247466,3,0,0,1,1,0,0,2.5538644982316425
15,0,0,3,13.38824128507287,11,0,1,1,0,1,0,2.4486025189472542
15,1,1,2,4.322716246218414,3,1,2,0,0,1,0,3.4632393046516823
16,1,1,2,11.817438459485173,24,1,3,1,1,0,0,1.442868859303521
16,1,0,1,18.26411923628345,29,1,3,0,0,0,0,0.9131278090050235
17,1,2,0,15.956047444172157,23,0,0,0,0,1,0,0.923753224971706
15,0,0,0,18.42915472433061,19,0,2,0,1,1,0,1.8435970826083627
